CustomerID,frequency,monetary,recency,recency_group,frequency_group
13404,2,252.489999999999,1,Old,Low
13405,3,572.451,74,Old,Low
13408,62,28117.04,1,Old,High
13410,5,1003.06,24,Old,Medium
13411,1,213.55,107,Old,Low
13414,3,1390.5,133,Old,Low
13416,2,712.5,43,Old,Low
13417,2,640.83,4,Old,Low
13418,18,6127.43,11,Old,High
13419,1,221.06,63,Old,Low
13420,2,159.85,149,Old,Low
13421,2,1851.08,40,Old,Low
13422,1,2626.3,64,Old,Low
13425,3,1624.21,108,Old,Low
13426,10,3641.32,0,Old,High
13427,3,582.6,19,Old,Low
13428,1,218.47,10,Old,Low
13429,4,1006.8,10,Old,Low
13430,2,679.45,18,Old,Low
13431,2,1269.1,67,Old,Low
13434,2,534.24,74,Old,Low
13435,7,3809.89,5,Old,Medium
13436,1,196.89,1,Old,Low
13437,7,3408.06,14,Old,Medium
13439,1,283.71,255,Old,Low
13441,1,296.64,91,Old,Low
13447,3,1129.14,23,Old,Low
13448,6,3539.37,16,Old,Medium
13449,1,291.88,23,Old,Low
13450,6,2043.72,26,Old,Medium
13451,5,2976.15,26,Old,Medium
13452,2,590,259,Old,Low
13453,2,356.979999999999,165,Old,Low
13455,2,1058.34,24,Old,Low
13456,6,1766.72,17,Old,Medium
13458,14,9646.57,7,Old,High
13460,2,183.44,29,Old,Low
13461,3,1445,38,Old,Low
13462,1,151.5,252,Old,Low
13464,1,674.68,58,Old,Low
13466,1,307.9,184,Old,Low
13467,2,1083.71,10,Old,Low
13468,37,5704.97,1,Old,High
13470,2,165,99,Old,Low
13471,4,2531.58,1,Old,Low
13473,2,422.64,60,Old,Low
13474,1,229.59,236,Old,Low
13475,4,1431.78,191,Old,Low
13476,2,1238.47,178,Old,Low
13477,6,1454.58,37,Old,Medium
13479,2,300.95,200,Old,Low
13481,5,1804.56,45,Old,Medium
13482,1,184.64,232,Old,Low
13483,1,140.34,65,Old,Low
13484,1,313.8,241,Old,Low
13485,1,454.24,233,Old,Low
13486,3,1122.41,78,Old,Low
13487,3,575.4,57,Old,Low
13488,13,8968.31,17,Old,High
13489,4,449.52,105,Old,Low
13491,10,1215.82,51,Old,High
13492,3,1269.84,136,Old,Low
13493,2,618.63,275,Old,Low
13494,1,316.26,311,Old,Low
13495,5,2044.87,7,Old,Medium
13496,2,653.33,10,Old,Low
13497,2,348.05,282,Old,Low
13499,5,1159.11,17,Old,Medium
13500,3,1166.77,23,Old,Low
13501,1,1340.32,288,Old,Low
13502,3,292,16,Old,Low
13503,1,216.85,71,Old,Low
13504,1,295.93,64,Old,Low
13505,4,4393.63,72,Old,Low
13506,2,458.52,316,Old,Low
13507,4,2479.16,3,Old,Low
13508,1,110.97,243,Old,Low
13509,7,979.72,8,Old,Medium
13510,4,1791.56,1,Old,Low
13512,1,251.21,260,Old,Low
13513,1,205.1,126,Old,Low
13514,1,152.2,73,Old,Low
13515,4,891.12,72,Old,Low
13516,3,1389.41,21,Old,Low
13517,3,2128.42,59,Old,Low
13518,1,659.439999999999,85,Old,Low
13519,1,122.75,78,Old,Low
13520,6,3624.35,58,Old,Medium
13521,3,1093.65,1,Old,Low
13522,1,125.8,30,Old,Low
13523,5,3964.88,33,Old,Medium
13524,5,680.18,40,Old,Medium
13525,2,628.78,14,Old,Low
13527,7,2287.51,33,Old,Medium
13529,2,307.76,78,Old,Low
13531,2,483.8,205,Old,Low
13532,1,210.31,33,Old,Low
13533,3,270.79,182,Old,Low
13534,25,5870.08,2,Old,High
13536,7,3448.29,1,Old,Medium
13538,7,1280.85,43,Old,Medium
13539,3,631.34,85,Old,Low
13544,2,291.41,39,Old,Low
13546,3,626.99,12,Old,Low
13548,2,682.41,96,Old,Low
13549,7,918.2,25,Old,Medium
13551,1,91.8,319,Old,Low
13552,12,3740.07,66,Old,High
13555,4,4149.28,73,Old,Low
13557,2,584.06,28,Old,Low
13558,4,605.06,5,Old,Low
13560,1,174.37,7,Old,Low
13561,1,141.859999999999,215,Old,Low
13562,3,1799.33,81,Old,Low
13563,2,777.53,84,Old,Low
13564,3,1749.02,144,Old,Low
13565,2,240.22,19,Old,Low
13566,2,874.71,40,Old,Low
13568,1,192.85,173,Old,Low
13569,2,373.75,17,Old,Low
13570,1,239.49,243,Old,Low
13571,12,2092.32,12,Old,High
13572,1,1384.25,205,Old,Low
13573,2,294.4,50,Old,Low
13575,5,732.069999999999,23,Old,Medium
13576,18,6717.34,10,Old,High
13577,4,1687.6,25,Old,Low
13579,2,467.04,14,Old,Low
13581,1,118,309,Old,Low
13583,1,781.03,155,Old,Low
13584,1,142.4,306,Old,Low
13587,1,712.4,63,Old,Low
13588,9,2478.95,15,Old,Medium
13589,2,379.65,14,Old,Low
13590,6,1981.92,11,Old,Medium
13591,3,1117.13,64,Old,Low
13592,4,247.96,35,Old,Low
13593,5,2037.08,108,Old,Medium
13594,1,396.97,52,Old,Low
13596,2,697.04,5,Old,Low
13598,1,180.17,47,Old,Low
13599,21,5153.67,1,Old,High
13600,1,219.52,312,Old,Low
13601,2,693.32,45,Old,Low
13602,1,428.89,64,Old,Low
13603,1,164.34,26,Old,Low
13606,3,280.539999999999,29,Old,Low
13607,1,678.01,40,Old,Low
13610,7,1131.88,12,Old,Medium
13611,3,1171.8,89,Old,Low
13614,4,1610.46,24,Old,Low
13615,1,417.69,318,Old,Low
13617,3,544.18,40,Old,Low
13618,1,177.34,173,Old,Low
13621,1,213.85,116,Old,Low
13623,5,747.78,30,Old,Medium
13626,1,257.23,252,Old,Low
13627,5,1638.47,59,Old,Medium
13629,11,7792.36,23,Old,High
13630,7,2031.78,5,Old,Medium
13631,11,3070.42,99,Old,High
13632,5,2121.27,24,Old,Medium
13634,5,1575.16,33,Old,Medium
13635,1,1071.03,67,Old,Low
13636,5,949.12,36,Old,Medium
13637,3,810.5,52,Old,Low
13638,1,122.64,15,Old,Low
13639,1,1033.34,74,Old,Low
13642,1,354.8,215,Old,Low
13643,3,519.44,31,Old,Low
13644,4,2624.26,16,Old,Low
13645,1,252.1,120,Old,Low
13647,4,1678.12,9,Old,Low
13649,2,346.6,256,Old,Low
13650,6,1836.34,16,Old,Medium
13651,2,94.2,35,Old,Low
13652,3,1095.08,45,Old,Low
13654,6,2707.33,43,Old,Medium
13655,2,932.97,114,Old,Low
13656,2,379.65,164,Old,Low
13657,2,382.14,10,Old,Low
13658,5,2639.17,9,Old,Medium
13659,2,1573.2,205,Old,Low
13662,3,897.76,85,Old,Low
13663,1,189.47,179,Old,Low
13666,3,84.65,60,Old,Low
13667,1,305.02,149,Old,Low
13668,21,6363.59,2,Old,High
13669,2,218.55,50,Old,Low
13670,1,349.7,75,Old,Low
13672,2,186.39,301,Old,Low
13673,2,396.92,18,Old,Low
13675,2,486.82,151,Old,Low
13678,1,232.6,151,Old,Low
13680,4,3722.42,1,Old,Low
13681,4,827.83,17,Old,Low
13682,1,59.5,187,Old,Low
13684,1,67.23,285,Old,Low
13685,7,3119.44,2,Old,Medium
13686,1,72,182,Old,Low
13689,1,910,63,Old,Low
13690,1,172.25,59,Old,Low
13692,3,1488.32,24,Old,Low
13694,50,65039.62,3,Old,High
13695,15,2504.13,31,Old,High
13697,1,151.299999999999,38,Old,Low
13699,1,308.58,155,Old,Low
13700,10,2265.12,26,Old,High
13703,1,99.5,318,Old,Low
13704,9,2308.06,5,Old,Medium
13705,3,711.86,7,Old,Low
13706,1,330.79,302,Old,Low
13707,2,806.41,267,Old,Low
13708,1,296.88,271,Old,Low
13709,13,6328.05,3,Old,High
13710,1,180.48,31,Old,Low
13711,2,252.06,218,Old,Low
13712,1,228.84,246,Old,Low
13715,5,1079.34,281,Old,Medium
13716,1,138.28,269,Old,Low
13717,6,1445.01,32,Old,Medium
13718,2,306.55,246,Old,Low
13719,5,1041.68,15,Old,Medium
13720,4,799.9,116,Old,Low
13721,1,524.14,36,Old,Low
13722,3,2375.41,131,Old,Low
13723,1,199.85,217,Old,Low
13725,8,1980.56,49,Old,Medium
13726,2,1079.66,38,Old,Low
13727,2,333.48,28,Old,Low
13728,6,1016.14,36,Old,Medium
13730,2,752.6,135,Old,Low
13731,2,610.59,219,Old,Low
13732,1,491.86,28,Old,Low
13735,4,2885.24,24,Old,Low
13736,2,731.9,5,Old,Low
13737,1,339.599999999999,200,Old,Low
13739,1,216.9,18,Old,Low
13740,1,350.75,240,Old,Low
13741,3,668.43,71,Old,Low
13742,12,3131.02,16,Old,High
13743,7,1341.6,2,Old,Medium
13744,2,1156.36,95,Old,Low
13745,1,300.04,162,Old,Low
13747,1,79.6,373,Old,Low
13748,5,948.25,95,Old,Medium
13750,5,1647.26,53,Old,Medium
13751,1,296.25,288,Old,Low
13752,6,1186.28,124,Old,Medium
13753,1,741.26,287,Old,Low
13754,2,282.599999999999,151,Old,Low
13755,9,2161.35,3,Old,Medium
13756,14,5189.52,2,Old,High
13758,7,3190.55,11,Old,Medium
13759,2,659.41,33,Old,Low
13760,2,286.79,54,Old,Low
13761,2,1070.65,50,Old,Low
13762,1,306.719999999999,218,Old,Low
13763,1,1714.96,63,Old,Low
13764,3,1521.76,70,Old,Low
13767,37,17220.36,2,Old,High
13769,10,2796.51,2,Old,High
13771,4,2634.45,64,Old,Low
13772,3,1132.13,33,Old,Low
13774,1,345,81,Old,Low
13777,33,25977.16,0,Old,High
13778,1,178.7,103,Old,Low
13780,2,360.01,7,Old,Low
13781,1,127.84,250,Old,Low
13782,6,912,12,Old,Medium
13784,11,2462.79,9,Old,High
13786,1,230.399999999999,367,Old,Low
13787,2,309.04,75,Old,Low
13790,1,348.8,4,Old,Low
13791,2,1516,127,Old,Low
13792,2,195.55,66,Old,Low
13798,57,37153.85,1,Old,High
13799,2,688.86,116,Old,Low
13800,1,558.32,309,Old,Low
13801,1,324.8,66,Old,Low
13802,3,4599.42,138,Old,Low
13803,1,277.07,255,Old,Low
13804,7,2635.79,30,Old,Medium
13805,2,924.6,52,Old,Low
13806,1,256.38,63,Old,Low
13807,1,112.6,367,Old,Low
13808,5,1747.66,5,Old,Medium
13809,1,155.05,305,Old,Low
13810,3,1499.01,28,Old,Low
13811,3,814.5,183,Old,Low
13812,3,539,42,Old,Low
13813,4,1366.86,39,Old,Low
13814,2,1579.12,92,Old,Low
13815,4,4027.36,22,Old,Low
13816,2,571.67,23,Old,Low
13817,2,382.98,29,Old,Low
13819,3,1140.35,301,Old,Low
13821,2,385.64,144,Old,Low
13822,2,632,5,Old,Low
13823,2,957.66,18,Old,Low
13824,5,1698.94,32,Old,Medium
13826,1,189.5,176,Old,Low
13827,3,412.05,57,Old,Low
13828,1,209.49,22,Old,Low
13831,6,2202.99,16,Old,Medium
13832,1,52.1999999999999,19,Old,Low
13833,1,384.8,159,Old,Low
13835,4,834.57,25,Old,Low
13837,2,271.24,211,Old,Low
13838,4,691.73,5,Old,Low
13841,1,85,252,Old,Low
13842,9,3385.62,58,Old,Medium
13844,1,361.62,11,Old,Low
13845,1,312.98,64,Old,Low
13846,3,865.06,24,Old,Low
13848,3,1255,92,Old,Low
13849,2,1537.95,51,Old,Low
13850,1,1595.48,129,Old,Low
13851,3,2651.46,95,Old,Low
13853,1,1090.14,57,Old,Low
13854,25,8109.51999999999,8,Old,High
13856,3,388.5,168,Old,Low
13858,1,216.17,57,Old,Low
13859,1,201.16,326,Old,Low
13860,5,1245.9,1,Old,Medium
13862,8,2209.36,18,Old,Medium
13863,1,305.78,247,Old,Low
13865,4,501.56,58,Old,Low
13866,1,145.67,74,Old,Low
13867,3,1015.29,31,Old,Low
13868,2,3192.54,7,Old,Low
13869,4,3104.95,123,Old,Low
13870,8,2770.94,2,Old,Medium
13871,13,6403.25,22,Old,High
13873,3,389.6,119,Old,Low
13874,1,540.45,358,Old,Low
13875,5,1786.79,53,Old,Medium
13876,1,122.7,63,Old,Low
13877,1,117.24,86,Old,Low
13878,1,1281.53,54,Old,Low
13880,13,3219.77,21,Old,High
13881,20,17159.52,3,Old,High
13882,5,1191.13,2,Old,Medium
13883,5,2674.48,10,Old,Medium
13884,5,787.6,7,Old,Medium
13885,2,506.8,189,Old,Low
13886,1,243.56,71,Old,Low
13887,1,349.55,204,Old,Low
13888,2,605.63,119,Old,Low
13889,1,416.9,92,Old,Low
13890,10,1883.81,1,Old,High
13892,4,632.97,26,Old,Low
13893,1,821.1,297,Old,Low
13894,3,564.62,23,Old,Low
13895,4,2593.07,28,Old,Low
13897,1,311.16,50,Old,Low
13898,1,155.93,325,Old,Low
13899,2,388.52,16,Old,Low
13900,3,740.95,183,Old,Low
13901,5,2867.2,72,Old,Medium
13904,2,332.64,37,Old,Low
13908,4,2369.55,79,Old,Low
13911,9,2580.91,57,Old,Medium
13914,2,626.45,11,Old,Low
13917,2,272.04,49,Old,Low
13918,2,1212.84,49,Old,Low
13919,2,384.81,59,Old,Low
13922,1,172.25,351,Old,Low
13923,1,351.13,53,Old,Low
13924,6,1838.85,1,Old,Medium
13925,4,678.25,92,Old,Low
13926,1,223.85,23,Old,Low
13927,1,348.99,74,Old,Low
13928,4,464.57,10,Old,Low
13929,2,842.65,169,Old,Low
13930,2,337.34,57,Old,Low
13931,2,1237.53,95,Old,Low
13932,1,307.4,294,Old,Low
13933,2,608.79,109,Old,Low
13934,1,922.1,263,Old,Low
13936,1,376.58,179,Old,Low
13937,1,158.85,169,Old,Low
13938,1,71.66,35,Old,Low
13939,3,568.55,23,Old,Low
13940,4,839.14,17,Old,Low
13941,5,5112.96,21,Old,Medium
13946,3,561.569999999999,79,Old,Low
13947,1,90.6,65,Old,Low
13948,1,102,360,Old,Low
13949,6,2427.32,2,Old,Medium
13950,4,745.06,11,Old,Low
13951,3,674.45,176,Old,Low
13952,2,3251.071,217,Old,Low
13953,7,3515.68,7,Old,Medium
13954,2,439.92,1,Old,Low
13955,2,322.96,154,Old,Low
13956,5,1026.42,5,Old,Medium
13959,3,598.2,79,Old,Low
13960,2,230.22,21,Old,Low
13962,2,169.55,21,Old,Low
13963,4,664.54,308,Old,Low
13967,1,80.7,145,Old,Low
13969,18,9053.94,7,Old,High
13971,8,2758.26,18,Old,Medium
13972,2,190.25,70,Old,Low
13973,1,264.7,287,Old,Low
13974,1,413.59,49,Old,Low
13975,6,2526.28,31,Old,Medium
13976,1,357.98,206,Old,Low
13978,2,196.79,14,Old,Low
13979,1,869.87,73,Old,Low
13980,1,200.14,60,Old,Low
13982,4,1871.81,39,Old,Low
13983,12,2603.43,29,Old,High
13984,5,920.51,26,Old,Medium
13985,15,7060.13,4,Old,High
13986,1,320.46,17,Old,Low
13988,6,4147.96,19,Old,Medium
13989,2,1266.08,65,Old,Low
13990,1,311.3,213,Old,Low
13991,6,855.97,12,Old,Medium
13992,1,76.8,30,Old,Low
13993,9,3466.36,42,Old,Medium
13994,6,2313.14,3,Old,Medium
13995,5,1393.69,15,Old,Medium
13999,12,3901.81,10,Old,High
14000,1,635.66,211,Old,Low
14001,3,2043.08,45,Old,Low
14002,2,529.73,134,Old,Low
14004,7,4582.64,43,Old,Medium
14005,5,2874.72,9,Old,Medium
14006,3,962.19,115,Old,Low
14009,2,695.61,198,Old,Low
14012,1,328.8,277,Old,Low
14013,3,473.02,110,Old,Low
14014,1,505.18,77,Old,Low
14015,1,917.34,52,Old,Low
14016,4,4341.21,161,Old,Low
14019,3,1421.61,46,Old,Low
14020,2,642.8,16,Old,Low
14021,3,631.9,155,Old,Low
14022,1,440,225,Old,Low
14023,2,584.07,7,Old,Low
14024,2,327.7,121,Old,Low
14027,1,104.82,60,Old,Low
14029,2,467.66,63,Old,Low
14030,8,2360.09,18,Old,Medium
14031,19,17286.86,7,Old,High
14032,11,2975.59,2,Old,High
14034,3,651.82,22,Old,Low
14035,5,1428.02,28,Old,Medium
14036,1,626.65,284,Old,Low
14037,2,147.2,176,Old,Low
14038,3,1560.38,78,Old,Low
14039,1,152.2,33,Old,Low
14040,12,3614.92,40,Old,High
14041,1,141.41,266,Old,Low
14044,4,652.82,26,Old,Low
14045,4,1659.75,109,Old,Low
14046,1,154.99,284,Old,Low
14047,5,1308.61,8,Old,Medium
14048,1,409.93,305,Old,Low
14049,4,5681.72,16,Old,Low
14050,2,746.36,31,Old,Low
14051,23,15610.39,0,Old,High
14052,1,225.36,19,Old,Low
14053,2,260.25,124,Old,Low
14054,1,92.46,65,Old,Low
14055,1,725.64,106,Old,Low
14056,23,8214.65,1,Old,High
14057,17,6217.96,23,Old,High
14059,1,183.6,266,Old,Low
14060,19,6140.42,4,Old,High
14062,12,10464.85,9,Old,High
14064,5,1353.74,29,Old,Medium
14066,1,152.55,266,Old,Low
14067,2,374.7,63,Old,Low
14068,1,265.85,320,Old,Low
14071,8,1438.82,3,Old,Medium
14073,1,151.04,32,Old,Low
14075,3,942.26,4,Old,Low
14076,1,122.47,129,Old,Low
14077,5,499.42,40,Old,Medium
14078,6,1049.37,101,Old,Medium
14079,1,375.099999999999,124,Old,Low
14080,1,45.5999999999999,32,Old,Low
14081,2,934.52,302,Old,Low
14082,1,182.25,364,Old,Low
14083,9,1018.43,4,Old,Medium
14085,18,4448.54,2,Old,High
14087,1,194.42,2,Old,Low
14088,13,50491.81,10,Old,High
14089,1,161,56,Old,Low
14090,1,76.32,324,Old,Low
14092,14,4076.91,7,Old,High
14093,1,442.85,12,Old,Low
14096,17,65164.79,4,Old,High
14098,1,147.35,36,Old,Low
14099,11,3104.17,16,Old,High
14100,1,194.9,137,Old,Low
14101,6,5976.79,73,Old,Medium
14102,5,1360.28,5,Old,Medium
14104,2,216.21,154,Old,Low
14105,1,1266.23,239,Old,Low
14107,7,2703.23,51,Old,Medium
14108,2,597.91,30,Old,Low
14109,1,144.2,72,Old,Low
14110,12,5683.15,3,Old,High
14111,4,692.85,14,Old,Low
14112,7,2915.15,22,Old,Medium
14113,4,1840.42,3,Old,Low
14114,2,386.53,273,Old,Low
14116,5,1382.74,19,Old,Medium
14117,1,90,143,Old,Low
14121,4,2780.15,3,Old,Low
14124,1,419.58,84,Old,Low
14125,3,2740.43,10,Old,Low
14126,3,706.13,7,Old,Low
14127,3,709.71,122,Old,Low
14128,2,637.5,60,Old,Low
14129,5,1123.86,1,Old,Medium
14130,1,483.86,319,Old,Low
14132,11,3586.02999999999,2,Old,High
14133,3,605.64,129,Old,Low
14135,15,4690.31,1,Old,High
14138,2,982.38,1,Old,Low
14139,1,415.82,46,Old,Low
14140,2,935.05,3,Old,Low
14141,4,915.13,2,Old,Low
14142,1,311.81,373,Old,Low
14143,1,115.8,133,Old,Low
14145,4,3742.2,46,Old,Low
14146,5,4191,8,Old,Medium
14147,2,483.4,78,Old,Low
14148,1,157.2,233,Old,Low
14149,1,446.62,220,Old,Low
14150,2,658.64,35,Old,Low
14152,2,621.29,75,Old,Low
14154,2,1345.62,239,Old,Low
14155,1,118.75,266,Old,Low
14156,55,117379.63,9,Old,High
14157,2,432.88,19,Old,Low
14158,1,507.66,40,Old,Low
14159,11,4693.01,19,Old,High
14161,3,1110.52,215,Old,Low
14162,2,289.36,173,Old,Low
14163,4,2445.91,87,Old,Low
14164,2,1631.77,70,Old,Low
14165,1,122.539999999999,275,Old,Low
14167,4,574.84,39,Old,Low
14171,1,363.79,98,Old,Low
14173,4,450.84,10,Old,Low
14174,1,134.46,33,Old,Low
14175,3,3222.3,59,Old,Low
14176,4,576.9,297,Old,Low
14177,4,559.41,86,Old,Low
14178,7,1620.93,8,Old,Medium
14179,2,719.78,40,Old,Low
14180,25,4748.52,10,Old,High
14184,1,452.89,66,Old,Low
14185,1,197.65,331,Old,Low
14188,6,2054.36,30,Old,Medium
14189,15,4654.08,2,Old,High
14191,13,4684.76,1,Old,High
14193,2,853.39,67,Old,Low
14194,21,11349.52,4,Old,High
14195,2,1012,201,Old,Low
14196,1,335.52,106,Old,Low
14198,4,701.4,18,Old,Low
14199,1,185.399999999999,218,Old,Low
14201,7,747.44,60,Old,Medium
14204,1,161.03,2,Old,Low
14205,2,466.7,16,Old,Low
14206,1,328.159999999999,239,Old,Low
14208,1,151.74,94,Old,Low
14209,6,2073.43,10,Old,Medium
14210,6,1905.84,105,Old,Medium
14211,9,2241.1,53,Old,Medium
14212,1,1070.48,89,Old,Low
14214,5,1004.38,30,Old,Medium
14215,6,1789.72,11,Old,Medium
14216,4,1839.3,3,Old,Low
14217,17,2004.98,1,Old,High
14218,1,169.48,42,Old,Low
14219,1,89.94,4,Old,Low
14220,2,632.4,247,Old,Low
14221,9,3432.8,42,Old,Medium
14222,1,683.17,177,Old,Low
14223,3,991.13,92,Old,Low
14224,4,1050.12,110,Old,Low
14226,5,2232.19,28,Old,Medium
14227,10,3350.96,26,Old,High
14229,3,1547.2,51,Old,Low
14231,3,925.71,183,Old,Low
14232,5,2048.07,42,Old,Medium
14233,4,1462.72,49,Old,Low
14234,4,775.46,22,Old,Low
14235,5,3144.86,75,Old,Medium
14236,2,490.86,80,Old,Low
14237,1,161,373,Old,Low
14238,1,146.85,326,Old,Low
14239,11,2380.85,43,Old,High
14240,2,890.34,30,Old,Low
14241,1,213.7,183,Old,Low
14242,2,280.55,234,Old,Low
14243,10,2588.77,8,Old,High
14245,2,1693.45,219,Old,Low
14246,3,1474.06,110,Old,Low
14247,1,136.77,278,Old,Low
14248,1,302.58,318,Old,Low
14250,3,1904.05,7,Old,Low
14251,5,2879.7,1,Old,Medium
14256,2,969.06,260,Old,Low
14257,5,3099.72,64,Old,Medium
14258,9,12669.98,9,Old,Medium
14259,1,120,141,Old,Low
14261,2,1163.45,50,Old,Low
14262,8,2618.23,8,Old,Medium
14264,2,333.97,154,Old,Low
14265,2,530.18,109,Old,Low
14267,3,1516.24,162,Old,Low
14270,1,492.65,331,Old,Low
14271,1,112.32,225,Old,Low
14272,2,437.96,73,Old,Low
14273,4,559.97,51,Old,Low
14276,3,1119.74,98,Old,Low
14277,3,4216.2,15,Old,Low
14280,1,134.04,196,Old,Low
14282,15,3729.34,3,Old,High
14284,2,595.25,30,Old,Low
14285,4,1910.01,21,Old,Low
14286,3,4628.75,23,Old,Low
14287,3,176.63,8,Old,Low
14288,1,426.6,213,Old,Low
14289,6,911.26,8,Old,Medium
14290,5,2314.65,11,Old,Medium
14291,11,3883.25,1,Old,High
14292,9,4871.93,7,Old,Medium
14293,4,1046.56,3,Old,Low
14295,1,166.2,40,Old,Low
14297,4,1305.33,17,Old,Low
14298,44,51527.3,8,Old,High
14299,9,3965.62,8,Old,Medium
14300,1,43.2,18,Old,Low
14301,1,640.14,117,Old,Low
14304,1,383.45,222,Old,Low
14305,3,1858.96,71,Old,Low
14306,2,2093.32,51,Old,Low
14307,6,2995.72,88,Old,Medium
14309,9,2352.53,8,Old,Medium
14311,1,310.26,242,Old,Low
14312,6,1611.59,46,Old,Medium
14314,1,120,106,Old,Low
14315,6,2481.13,44,Old,Medium
14317,1,508.58,64,Old,Low
14320,2,477.79,206,Old,Low
14321,5,1530.75,10,Old,Medium
14323,2,605.06,114,Old,Low
14326,1,183.85,242,Old,Low
14327,1,311.65,163,Old,Low
14329,7,5014.84,17,Old,Medium
14331,2,462.66,124,Old,Low
14332,3,866.31,22,Old,Low
14333,1,415.2,67,Old,Low
14334,8,2552.21,16,Old,Medium
14335,2,468.26,16,Old,Low
14336,4,1614.91,16,Old,Low
14338,2,588.22,161,Old,Low
14339,1,309.52,242,Old,Low
14340,1,134.7,218,Old,Low
14341,8,2182.28,45,Old,Medium
14342,4,668.56,21,Old,Low
14344,8,889.93,127,Old,Medium
14345,1,108.979999999999,38,Old,Low
14346,2,1021.58,120,Old,Low
14348,1,409.57,260,Old,Low
14349,1,133.5,10,Old,Low
14350,1,282.93,274,Old,Low
14351,1,51,164,Old,Low
14352,4,1078.96,157,Old,Low
14353,1,90.6,215,Old,Low
14354,2,163.62,5,Old,Low
14355,1,174.4,365,Old,Low
14356,2,701.23,79,Old,Low
14357,1,225.77,43,Old,Low
14359,3,912.18,19,Old,Low
14360,4,2128.23,31,Old,Low
14362,1,161.2,22,Old,Low
14364,8,3717.35,108,Old,Medium
14367,16,9261.52,8,Old,High
14368,1,155,319,Old,Low
14371,1,100.5,295,Old,Low
14373,1,76.55,358,Old,Low
14375,1,257.68,185,Old,Low
14377,2,617.05,191,Old,Low
14379,2,348.1,44,Old,Low
14381,1,202.68,52,Old,Low
14382,1,626.069999999999,26,Old,Low
14383,3,1247.69,38,Old,Low
14385,3,202.11,9,Old,Low
14386,1,142.4,296,Old,Low
14387,3,1770.56,32,Old,Low
14388,8,3212.84,10,Old,Medium
14389,2,1043.46,65,Old,Low
14390,9,4652.82,10,Old,Medium
14393,1,67.95,218,Old,Low
14395,9,3507.71,2,Old,Medium
14396,2,487.99,65,Old,Low
14397,19,2612.96,2,Old,High
14400,1,574.7,149,Old,Low
14401,13,4051.48,4,Old,High
14403,4,1475.81,130,Old,Low
14404,6,1474.32,33,Old,Medium
14406,1,156.75,119,Old,Low
14407,6,2157.73,107,Old,Medium
14408,7,2606.53,10,Old,Medium
14409,6,2059.45,71,Old,Medium
14410,9,1105.07,92,Old,Medium
14411,1,1063,310,Old,Low
14412,2,770.03,42,Old,Low
14413,1,122.7,362,Old,Low
14414,7,1496.98,91,Old,Medium
14415,13,5900.28,1,Old,High
14416,2,490.22,22,Old,Low
14418,3,1937.25,3,Old,Low
14419,6,1058.06,10,Old,Medium
14420,1,387.52,99,Old,Low
14421,2,813.11,57,Old,Low
14422,6,4263.64,0,Old,Medium
14423,1,265.2,218,Old,Low
14424,1,322.08,17,Old,Low
14426,10,4481.67,23,Old,High
14427,2,363.34,50,Old,Low
14428,5,1244.83,7,Old,Medium
14431,1,470.36,302,Old,Low
14432,6,2255.51,9,Old,Medium
14434,6,1372.8,21,Old,Medium
14436,1,89.06,98,Old,Low
14437,1,63,365,Old,Low
14438,1,131.9,306,Old,Low
14439,1,2661.24,319,Old,Low
14440,5,2357.68,8,Old,Medium
14441,4,1712.89,0,Old,Low
14442,2,1589.82,204,Old,Low
14443,4,1420.2,53,Old,Low
14446,4,1039.58,0,Old,Low
14447,5,1163.23,18,Old,Medium
14448,2,375.35,9,Old,Low
14449,4,907.1,18,Old,Low
14450,3,483.25,180,Old,Low
14451,2,662.59,60,Old,Low
14452,2,264.44,10,Old,Low
14453,1,119.93,190,Old,Low
14456,9,3062.4,5,Old,Medium
14457,1,113.64,310,Old,Low
14459,1,1837.92,155,Old,Low
14460,3,434.34,110,Old,Low
14461,3,2103.06,148,Old,Low
14462,11,2004.02,66,Old,High
14463,3,529.62,98,Old,Low
14465,3,1058.62,246,Old,Low
14466,7,2272.4,29,Old,Medium
14467,4,598.76,17,Old,Low
14470,2,461.19,11,Old,Low
14472,8,1936.84,103,Old,Medium
14473,2,234.34,74,Old,Low
14474,1,547.66,46,Old,Low
14475,3,925.85,71,Old,Low
14476,1,215.7,257,Old,Low
14477,4,1309.6,19,Old,Low
14479,2,316.25,253,Old,Low
14480,1,279.05,11,Old,Low
14481,2,636.51,164,Old,Low
14482,6,2068.15,18,Old,Medium
14483,1,137.1,281,Old,Low
14484,1,321.92,50,Old,Low
14485,1,165.75,38,Old,Low
14487,6,1196.33,26,Old,Medium
14488,1,1064.28,67,Old,Low
14489,1,463.38,207,Old,Low
14491,2,340.93,175,Old,Low
14493,5,2383.24,7,Old,Medium
14494,1,139.56,25,Old,Low
14495,2,123.8,50,Old,Low
14496,2,538.81,311,Old,Low
14497,1,475.37,309,Old,Low
14498,5,1957.32,42,Old,Medium
14499,3,815.32,26,Old,Low
14500,3,356.85,88,Old,Low
14501,2,251.21,183,Old,Low
14502,11,2470.67,19,Old,High
14503,6,3543.26,3,Old,Medium
14504,4,673.26,47,Old,Low
14505,8,5905.64,17,Old,Medium
14506,5,2012.17,17,Old,Medium
14507,6,1383.18,23,Old,Medium
14508,2,276.42,22,Old,Low
